Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
51845,Convert Functional API to Model Subclassing in TensorFlow Tutorial?,2,1,6,3,['Other']
51843,tf.linalg.diag issue,0,1,3,3,['Bug']
51842,The ModifyGraphWithDelegate function fails on some devices.,1,3,5,4,['Bug']
51841,OS Error while installing tensorflow on virtualenv,0,1,5,4,['Bug']
51840,"Saving a composite model that includes a custom layer results in error - None has NoneType, but expected one of: bytes, unicode",4,1,8,4,['Bug']
51839,memory leak in tf.py_function,74,1,19,5,['Bug']
51838,tensorflow support multi-evaluator.,15,1,4,3,['enhancement']
51837,tensorflow support multi-evaluator.,0,1,0,1,['enhancement']
51835,self.add_weight in custom Keras Layers breaks model saving in TF format,15,1,4,5,['Bug']
51834,staged_predict for Boosted Tree classifier,36,1,2,4,['Other']
51833,"ValueError: `validation_split` is only supported for Tensors or NumPy arrays, found following types in the input: [<class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>, <class 'int'>]",0,1,0,0,['Other']
51828,Build fails with internal compiler error on file lstm_ops.cc,18,1,4,5,['Bug']
51827,Custom signatures not working with Subclasssed Keras Model,14,1,5,5,['Bug']
51825,Grouped convolutions generate seriously obscure errors on CPU,297,1,14,4,['Bug']
51824,Keras model with TPUStrategy get InternalError,3,1,8,4,['Bug']
51823,[Tensorflow Executor Dialect]  ,28,1,5,4,['Other']
51821,ctc_loss: W ./tensorflow/core/util/ctc/ctc_loss_calculator.h:499] No valid path found.,0,1,2,3,['Bug']
51820,Tensorflow sort changes values in output list to 0 when the tensor datatype is tf.float32 but not for tf.float64,16,1,4,5,['Bug']
51819,Converting Hard Swish activation to TFLite efficiently,2,2,4,3,['enhancement']
51817,Facing issue while initializing parameters in tensorflow.,3,1,3,4,['Other']
51816,Building TFlite for windows with flex delegate error,159,2,5,6,['Bug']
51815,ValueError: Shape must be rank 1 but is rank 0 for ,3,1,1,4,['Bug']
51814,Connection to pythong,14,1,4,3,['Bug']
51810,RuntimeError: tensorflow/lite/kernels/conv.cc:349 input->dims->data[3] != filter->dims->data[3] (64 != 1)Node number 13 (CONV_2D) failed to prepare.,314,2,5,3,['Bug']
51809,Gradient accmulation with LSTM achieving lower accuracy on testset,11,1,5,2,['Other']
51805,Can not install python3-pip,4,1,4,2,['Other']
51804,Hexagon Delegate crashes on max pooling operation,173,1,11,3,"['Bug', 'Critical']"
51802,how to use SparseTensor with ctc loss where the label's length varies within one batch,3,1,9,4,['Other']
51801,"When loading a saved model with multiple outputs, outputs order is not deterministic",2,1,4,4,['Bug']
51800,Android GPU delegate gives same output from intermediate layers output ,10,1,7,4,['Bug']
51799,Compiling TF 2.6 in debug mode on Windows env.,420,1,13,5,['Bug']
51798,tensorflow2 memory leak when using tf.function,13,1,2,1,['Bug']
51797,Interpreter invocation error after input tensor resizing ,22,2,6,4,['Bug']
51796,Attributes section in Keras Model (documentation) is not generated properly,3,1,3,4,"['Bug', 'Documentation']"
51795,tf.GradientTape not working properly.,3,1,5,4,['Other']
51793,Unable to restore the model with shared ops using from_config(),11,1,4,4,['Bug']
51792,weighted_moments produces NaNs when weights are all zeros,34,1,7,4,['Bug']
51790,Transfer learning ResNet mode performance drop in recent versions,14,1,4,5,['Bug']
51787,tf.nn.max_pool_with_argmax to support multiple dimensions (ND),7,1,2,4,['enhancement']
51786,Type Error: __init__() got an unexpected keyword argument 'epochs',2,1,4,3,['Bug']
51784,Repeat weights in dense layer / Forum registration not possible,1,1,3,2,['enhancement']
51783,TypeError: 'NoneType' object is not callable,15,1,11,4,['Bug']
51780,"2021-09-01 16:39:11.050592: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN)to use the following CPU instructions in performance-critical operatiWARNING:tensorflow:AutoGraph could not transform <function Model.make_train_function.<locals>.train_function at 0x000001A3554913A0> and will run it as-is. Please report this to the TensorFlow team. To silence this warning, decorate the function with @tf.autograph.experimental.do_not_convert",14,1,3,2,"['Critical', 'enhancement']"
51779,SavedModel imported in ML.NET throws vacuous error,0,1,1,2,['Bug']
51778,"When I check the TensorBoard for a Worker of ParameterServer traning, I can't see any send/recv or push/pull op to the PS? Is this normal?",71,1,14,5,['Other']
51776,Building from source failed on Python 3.10,141,1,12,5,['Other']
51774,Sizing problem with BatchDataset in Tensorflow 2.3.1,14,1,4,5,['Bug']
51773,tensorboard no runs found for PyTorch 1.9 in VSCode in CentOS 7,14,1,4,4,['Bug']
51772,AttributeError: 'NoneType' object has no attribute 'label_map',2,1,2,2,['Bug']
51769,Saving a NSL model,4,1,4,2,['Bug']
51768,"When use keras + TensorBoard with parameter server strategy, error on worker is raised and core is dumped.",0,1,3,0,['Other']
51766,Issue about using Nsight System on Tensorflow2.6.0,379,1,6,5,['Bug']
51763,How is TensorFlow compatible with Python2 and Python3 ？,21,1,6,5,['Other']
51757,mips toolchain compile tflite2.6 error,76,2,5,5,['Bug']
51756,[tflite conversion] Invalid file dropped for invalid shape without error,14,2,8,4,['Bug']
51755,Import tensor error,14,1,4,4,['Bug']
51750,"[AArch64] error: inlining failed in call to 'always_inline' 'uint8x16_t vaeseq_u8(uint8x16_t, uint8x16_t)': target specific option mismatch",38,2,19,4,['Bug']
51746,Error loading saved model,21,1,18,5,['Bug']
51745,NameError:,1,1,6,3,['Bug']
51744,NameError:,15,1,13,4,['Bug']
51743,typing-extensions package is conflicted,35,1,22,4,['Other']
51742,"TransformGraphWithStringInputs is available in tf2.0 however I am planning to jump to tf2.2 or tf2.3 but I couldn't find ""TransformGraphWithStringInputs"" in these 2 versions. Any suggestions ?",14,1,3,3,['enhancement']
51741,CAST: Not supported Cast case.,14,1,3,4,['Other']
51740,Reshape output tensor in Tensorflow lite.,0,1,5,3,['enhancement']
51738,Importing layers from keras instead of tensorflow.keras causes erroneous model.summary() behavior,14,1,4,5,['Bug']
51737,Failed to build minimal example of Tensorflow Lite on Qualcomm robotic kit rb5,24,2,4,3,['Other']
51736,Image transformations require SciPy. Install SciPy.,16,1,7,4,['Other']
51731,TF RNN subclass model called twice although sequence length is one,0,1,3,4,['Bug']
51730,Failed to get compute capability major for device: UNKNOWN ERROR (1); 0,9,1,11,3,['Bug']
51729,"Unable to generate train.record, but for text.record it works fine",1,1,2,3,['Bug']
51727,"Unable to save custom model using save_model, even though documentation states it is possible",23,1,7,5,"['Documentation', 'Bug']"
51726,Several links to the github code are broken in https://www.tensorflow.org/,18,1,6,4,['Bug']
51725,How can I increase  throughput for multi sessions/models on single GPU of online inference？,14,1,3,5,['Other']
51724,GPU not found when using TF 2.5.0 in Google Colab,33,1,7,5,['Bug']
51723,Build stuck at Linking _pywrap_tensorflow_internal.so step,12,1,11,5,['Other']
51721,NameError: name 'trainer' is not defined,0,1,4,1,['Bug']
51720,Inconsistency In CategoricalCrossentropy Calculation,4,1,4,4,['Bug']
51718,Symmetric convolved with symmetric returns non-symmetric,0,1,2,1,['Bug']
51716,Grappler graph optimizations may add nondeterministic behavior,18,1,3,5,['Other']
51713,How to modify ckpt value,3,1,5,2,['Other']
51712,[tf2.6] Loaded subclassed-Model fails to be retrained,0,1,5,3,['Bug']
51710,Separable Conv2D allows dilation_rate!=1 and strides !=1,4,1,5,4,['Bug']
51709,'@local_config_cc//:toolchain' does not contain a toolchain for cpu 'arm64-v8a',55,1,9,6,['Other']
51708,Error while trying to convert TF-Hub MRCNN model to tflite,0,1,5,2,['Bug']
51707,07502269190,0,1,2,3,['Bug']
51704,Tensorflow not installing correctly,14,1,5,5,['Other']
51700,How to use StreamingFilesDataset,3,1,2,4,['enhancement']
51699,kernel error,14,1,3,3,['Bug']
51698,"kernel shutdown, error",14,1,3,3,['Bug']
51694,Training Mask R Cnn ,1,1,2,4,['Other']
51693,Support resizing images on TPU using `tf.image.resize` when `size` is not a compile-time constant,449,1,9,7,['Bug']
51692,TFLite for conv1D and DepthwiseConv1D,19,1,7,4,['Other']
51691,Error while converting mrcnn to tf dialect,18,1,10,4,['Bug']
51690,NameError:,0,1,10,3,['Bug']
51688,Nan gradient when calling tf.gradients() more than 1 time in graph mode for TF Dormand-Prince solver,396,1,5,6,['Bug']
51686,MaybeLockVariableInputMutexesInOrder() from training_op_helpers.h is broken when trying to lock only a subset of the input variables,61,1,4,4,['Bug']
51685,ABSL_HAVE_ADDRESS_SANITIZER use in Tensorflow headers breaks build for MSVC 16.11 with /fsanitize=address,5,1,10,3,['Bug']
51684,Can't find GPUs after updating tensorflow to 2.6.0 (with pip) in conda environment ,7,1,4,5,['Other']
51682,Inconsistency in Gradients Calculation of max_pooling and reduce_max,5,1,5,4,['Other']
51681,Inconsistency in Gradients Calculation of reduce_max,356,1,8,4,['Bug']
51680,Activity Regularizer not working with quantization aware training (QAT),0,1,3,4,['Bug']
51679,Mask R-CNN on TFLite (Input and Output tensors Help),1,1,4,4,['Other']
51676,TF-Nightly Broke for Multi GPU training,14,1,4,3,['Bug']
51675,A Suspected Bug in binary_crossentropy,0,1,1,3,['Bug']
51674,does lstm only running on CPU? Can it delegated to Apple Neural Engine(ANE) by CoreML delegate ?,6,1,2,3,['Other']
51673,failed to alloc X bytes unified memory; result: CUDA_ERROR_OUT_OF_MEMORY: out of memory,14,1,4,3,['Bug']
51671,Error EOF,0,1,6,4,['Bug']
51669,micro: port op SLICE from lite,2,2,1,1,['enhancement']
51668,Stateful LSTM can't be converted to TF Lite with Integer Quantization,0,1,3,2,['Other']
51666,Syntax Error: unexpected EOF while parsing,0,1,1,2,['Bug']
51665,[tf2.6] Model saving error for a customized model and loss function,3,1,3,3,['Bug']
51664,TFLite Converter fails for models with embedding layer,0,1,5,4,['Other']
51657,Compile TFLite wheel file for Raspberry Pi 4. (Tensorflow operators problem),0,2,7,5,['Bug']
51654,Error: 'tf.UnsortedSegmentJoin' op is neither a custom op nor a flex op,232,1,2,5,"['Bug', 'enhancement']"
51653,"""ZeroDivisionError: integer division or modulo by zero"" while backpropagating",23,1,13,5,['Bug']
51652,My libnnappi_delegate.so is debug or release,14,1,4,6,['Bug']
51651,NotFoundError:,1,1,11,3,['Bug']
51649,What is the format setting used in the repository?,28,1,6,3,['Other']
51648,【JavaAPI】IllegalStateException happended while running a model loading from SavedModel and the graph instance cant close itself ,1,1,4,3,['Bug']
51646,Autograph could not transform <function Model.make_test_function.<locals>.test_function at 0x14ec9d430> and will run it as-is.,1,1,5,4,['Bug']
51645,model.layers returns empty list,18,1,6,5,['Bug']
51644,tensorflow-gpu==2.6 don't run on cuda by default ,15,1,6,5,['enhancement']
51643,tf.math.xdivy decorated with @tf.function returns 0 when the input is large,296,1,9,4,['Bug']
51641,Does a Docker container need to use the same exact libcuda version as the host's driver?,15,1,4,5,['Bug']
51640,Cannot load model checkpoints: Two checkpoint references resolved to different objects,38,1,4,4,['Bug']
51639,No module named 'keras.api' after compiling tensorflow,0,1,2,3,['Other']
51638,Failed to load the native TensorFlow runtime.,15,1,5,4,['Other']
51637,Tensor data is incorrectly loaded from FlatBuffers on big-endian targets,0,1,1,0,['Other']
51635,"tf 2.6 break interfance of model.compile, unable to pass tf.keras.optimizers.Adam",0,1,2,3,['Bug']
51634,Document XLA core functionality,24,1,12,4,['Bug']
51633,Error in model.fit,1,1,2,4,['Bug']
51631,DeprecationWarning: the imp module is deprecated in favour of importlib,3,1,5,3,['Bug']
51626,Why my tf-lite model's fullyconnect and softmax options not be delegated with CoreML?,0,1,2,2,['Other']
51625,tf.keras.layers.ConvLSTM2D crashes when kernel_size contains zero,23,1,7,5,"['Critical', 'Bug']"
51624,tf.keras.layers.LocallyConnected2D crashes with implementation mode = 2 and negative strides,17,1,6,6,"['Critical', 'Bug']"
51623,calback pyfunc_18 is not found,14,1,4,5,['Bug']
51622,ValueError: `tape` is required when a `Tensor` loss is passed.,382,1,7,6,['Bug']
51621,"use SPICE tf-lite model in Swift but get error ""Provided data count 64000 must match the required count 4""",15,1,4,4,['Bug']
51620,error,15,1,4,3,['Bug']
51618,tf.image.extract_glimpse crashes with negative input,23,1,7,5,"['Critical', 'Bug']"
51616,Error while building tflite python wheel for beaglebone black ,0,2,4,2,['Bug']
51614,Resource exhausted: EfficientNetB7 OOM,1,1,3,1,['Bug']
51603,Android audio classification example does not work on a Pixel with Android 10,334,2,5,2,['Bug']
51602,"RuntimeError: Given shapes, [1, 23], ] and [1, 10], are not broadcastable.Node number 1392 (SELECT_V2) failed to prepare.",17,1,4,4,['Bug']
51601,Build failure when building Tensorflow MLIR ,17,1,4,5,['Other']
51600,TypeError: 'int' object is not callable,0,1,4,3,['Bug']
51598,tf.experimental.dlpack.from_dlpack() does not support negative strides,23,1,7,5,['Bug']
51597,[TF Lite C API] XNNPACK option not available using C API ,205,1,5,4,['enhancement']
51596,Determinism OP bug on TF 2.6.0,16,1,6,6,['Bug']
51594,AttributeError: module 'keras.engine' has no attribute 'Layer',24,1,14,5,['Bug']
51593,about the Dropout,14,1,5,4,['Bug']
51592,AlreadyExistsError: Another metric with the same name already exists,0,1,9,4,['Bug']
51590,TypeError: EndVector() takes 1 positional argument but 2 were given,6,2,10,4,['Bug']
51589,google.protobuf.message.DecodeError: Error parsing message when using tf.function,11,1,5,3,['Bug']
51588,google.protobuf.message.DecodeError: Error parsing message when using tf.function,75,1,11,3,['Bug']
51587,"KeyError: ""Failed to add concrete function b'__inference_train_14141' to object based saved model as it captures tf.Tensor(<unprintable>, shape=(), dtype=resource)  tensor",166,1,18,5,['Bug']
51585,"For loop in ""call"" function not working with Autograph/tf.range",384,1,7,6,['Bug']
51584,how to record loss with tf.summary in the tf.function graph mode,0,1,2,1,['Bug']
51583,Tensorflow 2.6 built without s3 support.,278,1,23,5,['Other']
51579,"Error: ""Failed to connect to all addresses"", TPU on Colab",15,1,6,5,['Bug']
51576,InvalidArgumentError in Model Maker Object Detection Tutorial ,19,1,6,5,['Bug']
51574,Missing _keras_logits from model.predict(x) leads to difference in loss evaluation,19,1,10,5,['Bug']
51573,Build Fails with TF 2.6 on VS2019 (Win 10),229,2,11,5,['Other']
51571,Make ```tf.data.experimental.make_csv_dataset``` return many labels,88,1,5,4,['enhancement']
51570,RuntimeError: tensorflow/lite/kernels/conv.cc:349 input->dims->data[3] != filter->dims->data[3] (64 != 2)Node number 12 (CONV_2D) failed to prepare.,21,1,13,5,['Bug']
51569,`ModuleNotFoundError: No module named 'keras'` in most tensorflow calls,0,1,3,4,['Bug']
51568,How can I make multiple sessions share a graph? Not found: Container localhost does not exist,14,1,5,5,['Bug']
